"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN04TE","4. Net non-interest income","ALL","All banks","ISR","Israel","2007","2007",14164.9,,
"IN04TE","4. Net non-interest income","ALL","All banks","ISR","Israel","2008","2008",6393.5,,
"IN04TE","4. Net non-interest income","ALL","All banks","ISR","Israel","2009","2009",16679.6,,
"IN04TE","4. Net non-interest income","ALL","All banks","RUS","Russia","2007","2007",882034.942,,
"IN04TE","4. Net non-interest income","ALL","All banks","RUS","Russia","2008","2008",1400320.289,,
"IN04TE","4. Net non-interest income","ALL","All banks","RUS","Russia","2009","2009",1475231.142,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVN","Slovenia","2007","2007",698.509,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVN","Slovenia","2008","2008",488.132,,
"IN04TE","4. Net non-interest income","ALL","All banks","SVN","Slovenia","2009","2009",569.625,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","AUT","Austria","2007","2007",6645,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","AUT","Austria","2008","2008",5975,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","BEL","Belgium","2007","2007",5272.558,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","BEL","Belgium","2008","2008",4900.605,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","BEL","Belgium","2009","2009",5162.566,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CAN","Canada","2007","2007",0,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CAN","Canada","2008","2008",0,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CAN","Canada","2009","2009",0,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CZE","Czech Republic","2007","2007",44830.033,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CZE","Czech Republic","2008","2008",46779.151,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CZE","Czech Republic","2009","2009",46754.55,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DNK","Denmark","2007","2007",24793.182,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DNK","Denmark","2008","2008",23993.486,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DNK","Denmark","2009","2009",23213.949,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FIN","Finland","2007","2007",1594.452,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FIN","Finland","2008","2008",1504.174,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FIN","Finland","2009","2009",1638.137,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FRA","France","2007","2007",35948.26,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FRA","France","2008","2008",36418.629,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","FRA","France","2009","2009",38413.472,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DEU","Germany","2007","2007",40087,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DEU","Germany","2008","2008",38805,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","DEU","Germany","2009","2009",37001,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","IRL","Ireland","2007","2007",4931.003,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","IRL","Ireland","2008","2008",3723.365,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","IRL","Ireland","2009","2009",3499.042,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ITA","Italy","2007","2007",28057.09,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ITA","Italy","2008","2008",26365.38,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ITA","Italy","2009","2009",26752.55,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","JPN","Japan","2007","2007",3293224,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","JPN","Japan","2008","2008",2912017,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","KOR","Korea","2007","2007",7013770.199,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","KOR","Korea","2008","2008",7022961,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","KOR","Korea","2009","2009",6676662.198,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","LUX","Luxembourg","2007","2007",6027.734,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","LUX","Luxembourg","2008","2008",6154.496,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","MEX","Mexico","2007","2007",83931.458,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","MEX","Mexico","2008","2008",85032.695,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","MEX","Mexico","2009","2009",79915.824,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NLD","Netherlands","2007","2007",15819,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NLD","Netherlands","2008","2008",13720,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NLD","Netherlands","2009","2009",12218,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NOR","Norway","2007","2007",15667,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NOR","Norway","2008","2008",15249,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","NOR","Norway","2009","2009",14882,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","POL","Poland","2007","2007",13903.904,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","POL","Poland","2008","2008",14759.283,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","POL","Poland","2009","2009",16253.176,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVK","Slovak Republic","2007","2007",507.556,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVK","Slovak Republic","2008","2008",570.959,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVK","Slovak Republic","2009","2009",526.593,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ESP","Spain","2007","2007",16225,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ESP","Spain","2008","2008",15556,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ESP","Spain","2009","2009",14629,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SWE","Sweden","2007","2007",39179,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SWE","Sweden","2008","2008",36076,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SWE","Sweden","2009","2009",38255,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHE","Switzerland","2007","2007",39988,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHE","Switzerland","2008","2008",32950,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHE","Switzerland","2009","2009",28331,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","USA","United States","2007","2007",126823.569,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","USA","United States","2008","2008",121474.467,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","USA","United States","2009","2009",129960.525,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHL","Chile","2007","2007",754959.953,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHL","Chile","2008","2008",1115615,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","CHL","Chile","2009","2009",1243342,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","EST","Estonia","2007","2007",201.022,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","EST","Estonia","2008","2008",204.038,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","EST","Estonia","2009","2009",174.026,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ISR","Israel","2007","2007",12481.9,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ISR","Israel","2008","2008",12338,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","ISR","Israel","2009","2009",12833,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","RUS","Russia","2007","2007",380804.874,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","RUS","Russia","2008","2008",500860.566,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","RUS","Russia","2009","2009",473322.702,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVN","Slovenia","2007","2007",506.64,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVN","Slovenia","2008","2008",500.677,,
"IN04AE","4.a. Fees and commissions receivable","ALL","All banks","SVN","Slovenia","2009","2009",525.876,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","AUT","Austria","2007","2007",2063,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","AUT","Austria","2008","2008",1804,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","BEL","Belgium","2007","2007",2377.59,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","BEL","Belgium","2008","2008",2675.835,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","BEL","Belgium","2009","2009",2426.572,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CAN","Canada","2007","2007",0,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CAN","Canada","2008","2008",0,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CAN","Canada","2009","2009",0,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CZE","Czech Republic","2007","2007",8989.178,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CZE","Czech Republic","2008","2008",10657.674,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CZE","Czech Republic","2009","2009",10313.644,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DNK","Denmark","2007","2007",4830.421,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DNK","Denmark","2008","2008",5539.409,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DNK","Denmark","2009","2009",5358.668,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FIN","Finland","2007","2007",518.237,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FIN","Finland","2008","2008",625.924,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FIN","Finland","2009","2009",679.248,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FRA","France","2007","2007",8244.099,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FRA","France","2008","2008",8918.915,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","FRA","France","2009","2009",9627.112,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DEU","Germany","2007","2007",9763,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DEU","Germany","2008","2008",10464,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","DEU","Germany","2009","2009",10800,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","IRL","Ireland","2007","2007",1634.672,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","IRL","Ireland","2008","2008",1418.136,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","IRL","Ireland","2009","2009",2045.222,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ITA","Italy","2007","2007",5972.36,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ITA","Italy","2008","2008",5834.99,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ITA","Italy","2009","2009",5656.14,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","JPN","Japan","2007","2007",910534,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","JPN","Japan","2008","2008",907790,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","KOR","Korea","2007","2007",2477725.844,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","KOR","Korea","2008","2008",3021293,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","KOR","Korea","2009","2009",3191576.075,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","LUX","Luxembourg","2007","2007",1912.531,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","LUX","Luxembourg","2008","2008",2354.343,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","MEX","Mexico","2007","2007",16758.126,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","MEX","Mexico","2008","2008",16830.856,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","MEX","Mexico","2009","2009",15573.604,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NLD","Netherlands","2007","2007",3382,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NLD","Netherlands","2008","2008",2726,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NLD","Netherlands","2009","2009",2553,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NOR","Norway","2007","2007",3742,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NOR","Norway","2008","2008",3747,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","NOR","Norway","2009","2009",3942,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","POL","Poland","2007","2007",2894.97,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","POL","Poland","2008","2008",3297.043,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","POL","Poland","2009","2009",3747.113,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SVK","Slovak Republic","2007","2007",99.665,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SVK","Slovak Republic","2008","2008",114.843,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SVK","Slovak Republic","2009","2009",120.568,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ESP","Spain","2007","2007",2631,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ESP","Spain","2008","2008",2529,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","ESP","Spain","2009","2009",2467,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SWE","Sweden","2007","2007",7727,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SWE","Sweden","2008","2008",8212,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","SWE","Sweden","2009","2009",9031,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CHE","Switzerland","2007","2007",6261,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CHE","Switzerland","2008","2008",5671,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CHE","Switzerland","2009","2009",4900,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CHL","Chile","2007","2007",222347.84,,
"IN04BE","4.b. Fees and commissions payable","ALL","All banks","CHL","Chile","2008","2008",230447,,
